--2016-05-25 03:20:20--  http://10.30.50.93:8000/
Connecting to 10.30.50.93:8000... connected.
HTTP request sent, awaiting response... 200 OK
Length: 13193358 (13M) [text/html]
Saving to: ‘index.html.6’

     0K .......... .......... .......... .......... ..........  0%  908K 14s
  3900K .......... .......... .......... .......... .......... 30% 1.00M 9s
  3950K .......... .......... .......... .......... .......... 31% 1.15M 9s
  4000K .......... .......... .......... .......... .......... 31%  865K 9s
  4050K .......... .......... .......... .......... .......... 31%  987K 9s
  4100K .......... .......... .......... .......... .......... 32% 1.05M 9s
  4150K .......... .......... .......... .......... .......... 32% 1.12M 9s
  4200K .......... .......... .......... .......... .......... 32%  973K 9s
  4250K .......... .......... .......... .......... .......... 33% 1.08M 9s
  4300K .......... .......... .......... .......... .......... 33%  936K 9s
  4350K .......... .......... .......... .......... .......... 34% 1.45M 9s
  4400K .......... .......... .......... .......... .......... 34% 1.12M 9s
  4450K .......... .......... .......... .......... .......... 34% 1.14M 9s
  4500K .......... .......... .......... .......... .......... 35% 1.07M 9s
  4550K .......... .......... .......... .......... .......... 35% 1.10M 8s
  4600K .......... .......... .......... .......... .......... 36% 1.10M 8s
  4650K .......... .......... .......... .......... .......... 36%  203K 9s
  4700K .......... .......... .......... .......... .......... 36% 1.02M 9s
  4750K .......... .......... .......... .......... .......... 37% 1017K 9s
  4800K .......... .......... .......... .......... .......... 37% 1.15M 8s
  4850K .......... .......... .......... .......... .......... 38% 1.06M 8s
  4900K .......... .......... .......... .......... .......... 38% 1.15M 8s
  4950K .......... .......... .......... .......... .......... 38% 1011K 8s
  5000K .......... .......... .......... .......... .......... 39% 1.12M 8s
  5050K .......... .......... .......... .......... .......... 39% 1004K 8s
  5100K .......... .......... .......... .......... .......... 39% 1.13M 8s
  5150K .......... .......... .......... .......... .......... 40% 1.13M 8s
  5200K .......... .......... .......... .......... .......... 40% 1.16M 8s
  5250K .......... .......... .......... .......... .......... 41% 1.06M 8s
  5300K .......... .......... .......... .......... .......... 41% 1.13M 8s
  5350K .......... .......... .......... .......... .......... 41% 1.16M 8s
  5400K .......... .......... .......... .......... .......... 42%  922K 8s
  5450K .......... .......... .......... .......... .......... 42% 1.26M 8s
  5500K .......... .......... .......... .......... .......... 43% 1.13M 8s
  5550K .......... .......... .......... .......... .......... 43% 1.13M 8s
  5600K .......... .......... .......... .......... .......... 43% 1.07M 7s
  5650K .......... .......... .......... .......... .......... 44% 1.12M 7s
  5700K .......... .......... .......... .......... .......... 44% 1.11M 7s
  5750K .......... .......... .......... .......... .......... 45% 1.15M 7s
  5800K .......... .......... .......... .......... .......... 45% 1.04M 7s
  5850K .......... .......... .......... .......... .......... 45% 1.15M 7s
  5900K .......... .......... .......... .......... .......... 46% 1.00M 7s
  5950K .......... .......... .......... .......... .......... 46% 1.28M 7s
  6000K .......... .......... .......... .......... .......... 46% 1.13M 7s
  6050K .......... .......... .......... .......... .......... 47% 1.11M 7s
  6100K .......... .......... .......... .......... .......... 47% 1.03M 7s
  6150K .......... .......... .......... .......... .......... 48% 1000K 7s
  6200K .......... .......... .......... .......... .......... 48% 1.03M 7s
  6250K .......... .......... .......... .......... .......... 48% 1.11M 7s
  6300K .......... .......... .......... .......... .......... 49% 1014K 7s
  6350K .......... .......... .......... .......... .......... 49% 1.28M 7s
  6400K .......... .......... .......... .......... .......... 50% 1.12M 7s
  6450K .......... .......... .......... .......... .......... 50% 1.09M 6s
  6500K .......... .......... .......... .......... .......... 50% 1.03M 6s
  6550K .......... .......... .......... .......... .......... 51% 1.13M 6s
  6600K .......... .......... .......... .......... .......... 51% 1.10M 6s
  6650K .......... .......... .......... .......... .......... 52% 1023K 6s
  6700K .......... .......... .......... .......... .......... 52% 1.02M 6s
  6750K .......... .......... .......... .......... .......... 52% 1.16M 6s
  6800K .......... .......... .......... .......... .......... 53% 1.04M 6s
  6850K .......... .......... .......... .......... .......... 53%  960K 6s
  6900K .......... .......... .......... .......... .......... 53% 1006K 6s
  6950K .......... .......... .......... .......... .......... 54%  873K 6s
  7000K .......... .......... .......... .......... .......... 54% 1.02M 6s
  7050K .......... .......... .......... .......... .......... 55%  986K 6s
  7100K .......... .......... .......... .......... .......... 55%  189K 6s
  7150K .......... .......... .......... .......... .......... 55% 1.03M 6s
  7200K .......... .......... .......... .......... .......... 56%  963K 6s
  7250K .......... .......... .......... .......... .......... 56% 1004K 6s
  7300K .......... .......... .......... .......... .......... 57% 1.20M 6s
  7350K .......... .......... .......... .......... .......... 57%  995K 6s
  7400K .......... .......... .......... .......... .......... 57% 1.02M 6s
  7450K .......... .......... .......... .......... .......... 58%  932K 6s
  7500K .......... .......... .......... .......... .......... 58%  875K 6s
  7550K .......... .......... .......... .......... .......... 58% 1.01M 5s
  7600K .......... .......... .......... .......... .......... 59%  192K 6s
  7650K .......... .......... .......... .......... .......... 59% 1.02M 6s
  7700K .......... .......... .......... .......... .......... 60%  184K 6s
  7750K .......... .......... .......... .......... .......... 60% 1.02M 6s
  7800K .......... .......... .......... .......... .......... 60% 1.17M 5s
  7850K .......... .......... .......... .......... .......... 61% 1.18M 5s
  7900K .......... .......... .......... .......... .......... 61%  961K 5s
  7950K .......... .......... .......... .......... .......... 62% 1.35M 5s
  8000K .......... .......... .......... .......... .......... 62%  920K 5s
  8050K .......... .......... .......... .......... .......... 62% 1.18M 5s
  8100K .......... .......... .......... .......... .......... 63% 1.35M 5s
  8150K .......... .......... .......... .......... .......... 63%  944K 5s
  8200K .......... .......... .......... .......... .......... 64% 1.09M 5s
  8250K .......... .......... .......... .......... .......... 64% 1.10M 5s
  8300K .......... .......... .......... .......... .......... 64% 1.07M 5s
  8350K .......... .......... .......... .......... .......... 65% 1.15M 5s
  8400K .......... .......... .......... .......... .......... 65% 1.12M 5s
  8450K .......... .......... .......... .......... .......... 65% 1.14M 5s
  8500K .......... .......... .......... .......... .......... 66% 1.12M 5s
  8550K .......... .......... .......... .......... .......... 66% 1.02M 5s
  8600K .......... .......... .......... .......... .......... 67%  189K 5s
  8650K .......... .......... .......... .......... .......... 67% 1.01M 5s
  8700K .......... .......... .......... .......... .......... 67% 1.01M 5s
  8750K .......... .......... .......... .......... .......... 68%  955K 4s
  8800K .......... .......... .......... .......... .......... 68% 1.03M 4s
  8850K .......... .......... .......... .......... .......... 69% 1.01M 4s
  8900K .......... .......... .......... .......... .......... 69% 1.17M 4s
  8950K .......... .......... .......... .......... .......... 69% 1.10M 4s
  9000K .......... .......... .......... .......... .......... 70%  867K 4s
  9050K .......... .......... .......... .......... .......... 70% 1.06M 4s
  9100K .......... .......... .......... .......... .......... 71% 1.08M 4s
  9150K .......... .......... .......... .......... .......... 71% 1.08M 4s
  9200K .......... .......... .......... .......... .......... 71% 1.09M 4s
  9250K .......... .......... .......... .......... .......... 72%  192K 4s
  9300K .......... .......... .......... .......... .......... 72%  781K 4s
  9350K .......... .......... .......... .......... .......... 72% 1.04M 4s
  9400K .......... .......... .......... .......... .......... 73%  935K 4s
  9450K .......... .......... .......... .......... .......... 73% 1.17M 4s
  9500K .......... .......... .......... .......... .......... 74% 1.01M 4s
  9550K .......... .......... .......... .......... .......... 74% 1.07M 4s
  9600K .......... .......... .......... .......... .......... 74% 1015K 4s
  9650K .......... .......... .......... .......... .......... 75%  998K 4s
  9700K .......... .......... .......... .......... .......... 75% 1.01M 3s
  9750K .......... .......... .......... .......... .......... 76%  957K 3s
  9800K .......... .......... .......... .......... .......... 76% 1.16M 3s
  9850K .......... .......... .......... .......... .......... 76% 1.06M 3s
  9900K .......... .......... .......... .......... .......... 77% 1.15M 3s
  9950K .......... .......... .......... .......... .......... 77% 1.13M 3s
 10000K .......... .......... .......... .......... .......... 78% 1.02M 3s
 10050K .......... .......... .......... .......... .......... 78% 1.03M 3s
 10100K .......... .......... .......... .......... .......... 78% 1.10M 3s
 10150K .......... .......... .......... .......... .......... 79% 1.07M 3s
 10200K .......... .......... .......... .......... .......... 79% 1.14M 3s
 10250K .......... .......... .......... .......... .......... 79% 1.12M 3s
 10300K .......... .......... .......... .......... .......... 80%  935K 3s
 10350K .......... .......... .......... .......... .......... 80% 1.36M 3s
 10400K .......... .......... .......... .......... .......... 81% 1.13M 3s
 10450K .......... .......... .......... .......... .......... 81% 1.17M 3s
 10500K .......... .......... .......... .......... .......... 81% 1.18M 3s
 10550K .......... .......... .......... .......... .......... 82%  798K 2s
 10600K .......... .......... .......... .......... .......... 82% 1.82M 2s
 10650K .......... .......... .......... .......... .......... 83% 1.07M 2s
 10700K .......... .......... .......... .......... .......... 83% 1.09M 2s
 10750K .......... .......... .......... .......... .......... 83% 1018K 2s
 10800K .......... .......... .......... .......... .......... 84% 1.18M 2s
 10850K .......... .......... .......... .......... .......... 84% 1.15M 2s
 10900K .......... .......... .......... .......... .......... 84% 1.02M 2s
 10950K .......... .......... .......... .......... .......... 85% 1.22M 2s
 11000K .......... .......... .......... .......... .......... 85% 1.13M 2s
 11050K .......... .......... .......... .......... .......... 86% 1.16M 2s
 11100K .......... .......... .......... .......... .......... 86% 1.14M 2s
 11150K .......... .......... .......... .......... .......... 86% 1.16M 2s
 11200K .......... .......... .......... .......... .......... 87% 1.12M 2s
 11250K .......... .......... .......... .......... .......... 87% 1.08M 2s
 11300K .......... .......... .......... .......... .......... 88% 1.14M 2s
 11350K .......... .......... .......... .......... .......... 88%  997K 2s
 11400K .......... .......... .......... .......... .......... 88% 1.17M 2s
 11450K .......... .......... .......... .......... .......... 89% 1.12M 1s
 11500K .......... .......... .......... .......... .......... 89% 1.06M 1s
 11550K .......... .......... .......... .......... .......... 90% 1.17M 1s
 11600K .......... .......... .......... .......... .......... 90% 1004K 1s
 11650K .......... .......... .......... .......... .......... 90% 1.11M 1s
 11700K .......... .......... .......... .......... .......... 91% 1.17M 1s
 11750K .......... .......... .......... .......... .......... 91% 1.13M 1s
 11800K .......... .......... .......... .......... .......... 91% 1.04M 1s
 11850K .......... .......... .......... .......... .......... 92% 1.17M 1s
 11900K .......... .......... .......... .......... .......... 92% 1.17M 1s
 11950K .......... .......... .......... .......... .......... 93% 1.13M 1s
 12000K .......... .......... .......... .......... .......... 93% 1.08M 1s
 12050K .......... .......... .......... .......... .......... 93% 1.03M 1s
 12100K .......... .......... .......... .......... .......... 94% 1.01M 1s
 12150K .......... .......... .......... .......... .......... 94% 1.42M 1s
 12200K .......... .......... .......... .......... .......... 95%  971K 1s
 12250K .......... .......... .......... .......... .......... 95% 1.02M 1s
 12300K .......... .......... .......... .......... .......... 95% 1.16M 1s
 12350K .......... .......... .......... .......... .......... 96% 1.01M 1s
 12400K .......... .......... .......... .......... .......... 96% 1.19M 0s
 12450K .......... .......... .......... .......... .......... 97% 1.12M 0s
 12500K .......... .......... .......... .......... .......... 97% 1.12M 0s
 12550K .......... .......... .......... .......... .......... 97% 1.07M 0s
 12600K .......... .......... .......... .......... .......... 98% 1.18M 0s
 12650K .......... .......... .......... .......... .......... 98% 1.14M 0s
 12700K .......... .......... .......... .......... .......... 98% 1.10M 0s
 12750K .......... .......... .......... .......... .......... 99% 1.12M 0s
 12800K .......... .......... .......... .......... .......... 99% 1.00M 0s
 12850K .......... .......... .......... ....                 100%  920K=14s

2016-05-25 03:20:33 (950 KB/s) - ‘index.html.6’ saved [13193358/13193358]

